game_id,date,home_team,away_team,venue_id,temp,wind_speed,condition,home_team_moneyline,away_team_moneyline,over_under_total,home_pitcher_player_id,home_pitcher_name,away_pitcher_player_id,away_pitcher_name,home_batter1_player_id,home_batter1_name,home_batter1_position,home_batter1_order,home_batter2_player_id,home_batter2_name,home_batter2_position,home_batter2_order,home_batter3_player_id,home_batter3_name,home_batter3_position,home_batter3_order,home_batter4_player_id,home_batter4_name,home_batter4_position,home_batter4_order,home_batter5_player_id,home_batter5_name,home_batter5_position,home_batter5_order,home_batter6_player_id,home_batter6_name,home_batter6_position,home_batter6_order,home_batter7_player_id,home_batter7_name,home_batter7_position,home_batter7_order,home_batter8_player_id,home_batter8_name,home_batter8_position,home_batter8_order,home_batter9_player_id,home_batter9_name,home_batter9_position,home_batter9_order,away_batter1_player_id,away_batter1_name,away_batter1_position,away_batter1_order,away_batter2_player_id,away_batter2_name,away_batter2_position,away_batter2_order,away_batter3_player_id,away_batter3_name,away_batter3_position,away_batter3_order,away_batter4_player_id,away_batter4_name,away_batter4_position,away_batter4_order,away_batter5_player_id,away_batter5_name,away_batter5_position,away_batter5_order,away_batter6_player_id,away_batter6_name,away_batter6_position,away_batter6_order,away_batter7_player_id,away_batter7_name,away_batter7_position,away_batter7_order,away_batter8_player_id,away_batter8_name,away_batter8_position,away_batter8_order,away_batter9_player_id,away_batter9_name,away_batter9_position,away_batter9_order
778403,2025-04-09,Yankees,Tigers,3313.0,65.0,8.0,Partly Cloudy,-142.0,120.0,7.0,471911,Carlos Carrasco,669373,Tarik Skubal,592450,Aaron Judge,RF,1.0,665862,Jazz Chisholm Jr.,2B,2.0,502671,Paul Goldschmidt,1B,3.0,700250,Ben Rice,DH,4.0,683011,Anthony Volpe,SS,5.0,663757,Trent Grisham,CF,6.0,691176,Jasson Domínguez,LF,7.0,669224,Austin Wells,C,8.0,672724,Oswald Peraza,3B,9.0,682985,Riley Greene,CF,1.0,681481,Kerry Carpenter,LF,2.0,679529,Spencer Torkelson,1B,3.0,669234,Justyn-Henry Malloy,DH,4.0,690993,Colt Keith,2B,5.0,656716,Zach McKinstry,RF,6.0,595879,Javier Báez,3B,7.0,693307,Dillon Dingler,C,8.0,700242,Trey Sweeney,SS,9.0
