game_id,team,is_home,position,player_id,player_name,pitcher_hand,pitcher_era,pitcher_so
778403,Yankees,False,P,471911,Carlos Carrasco,RHP,7.71,10
778403,Tigers,True,P,669373,Tarik Skubal,LHP,3.78,16
778403,Yankees,False,(R) 1B,502671,Paul Goldschmidt,,,
778403,Yankees,False,(L) DH,700250,Ben Rice,,,
778403,Yankees,False,(R) RF,592450,Aaron Judge,,,
778403,Yankees,False,(L) 2B,665862,Jazz Chisholm Jr.,,,
778403,Yankees,False,(R) SS,683011,Anthony Volpe,,,
778403,Yankees,False,(L) C,669224,Austin Wells,,,
778403,Yankees,False,(S) LF,691176,Jasson Domínguez,,,
778403,Yankees,False,(L) CF,663757,Trent Grisham,,,
778403,Yankees,False,(R) 3B,672724,Oswald Peraza,,,
778403,Tigers,True,(R) DH,669234,Justyn-Henry Malloy,,,
778403,Tigers,True,(L) LF,681481,Kerry Carpenter,,,
778403,Tigers,True,(L) CF,682985,Riley Greene,,,
778403,Tigers,True,(R) 1B,679529,Spencer Torkelson,,,
778403,Tigers,True,(L) 2B,690993,Colt Keith,,,
778403,Tigers,True,(L) RF,656716,Zach McKinstry,,,
778403,Tigers,True,(R) C,693307,Dillon Dingler,,,
778403,Tigers,True,(L) SS,700242,Trey Sweeney,,,
778403,Tigers,True,(R) 3B,595879,Javier Báez,,,
778402,White Sox,False,P,681343,Shane Smith,RHP,1.54,9
778402,Guardians,True,P,594902,Ben Lively,RHP,4.40,11
778402,White Sox,False,(L) RF,643565,Mike Tauchman,,,
778402,White Sox,False,(R) CF,673357,Luis Robert Jr.,,,
778402,White Sox,False,(L) DH,665155,Nick Maton,,,
778402,White Sox,False,(R) 1B,683734,Andrew Vaughn,,,
778402,White Sox,False,(L) C,642136,Matt Thaiss,,,
778402,White Sox,False,(R) 2B,672820,Lenyn Sosa,,,
778402,White Sox,False,(R) 3B,678246,Miguel Vargas,,,
778402,White Sox,False,(S) LF,681460,Brooks Baldwin,,,
778402,White Sox,False,(R) SS,676070,Jacob Amaya,,,
778402,Guardians,True,(L) LF,680757,Steven Kwan,,,
778402,Guardians,True,(S) 3B,608070,José Ramírez,,,
778402,Guardians,True,(S) 1B,467793,Carlos Santana,,,
778402,Guardians,True,(L) DH,700932,Kyle Manzardo,,,
778402,Guardians,True,(R) CF,657041,Lane Thomas,,,
778402,Guardians,True,(L) RF,666134,Nolan Jones,,,
778402,Guardians,True,(R) 2B,672356,Gabriel Arias,,,
778402,Guardians,True,(L) C,666310,Bo Naylor,,,
778402,Guardians,True,(S) SS,677587,Brayan Rocchio,,,
778407,Marlins,False,P,687362,Connor Gillispie,RHP,3.86,12
778407,Mets,True,P,605280,Clay Holmes,RHP,4.30,20
778407,Marlins,False,(S) DH,669364,Xavier Edwards,,,
778407,Marlins,False,(L) RF,669065,Kyle Stowers,,,
778407,Marlins,False,(L) 1B,670223,Matt Mervis,,,
778407,Marlins,False,(L) LF,665052,Griffin Conine,,,
778407,Marlins,False,(R) 2B,672640,Otto Lopez,,,
778407,Marlins,False,(L) C,689414,Liam Hicks,,,
778407,Marlins,False,(R) CF,656537,Derek Hill,,,
778407,Marlins,False,(L) 3B,688363,Graham Pauley,,,
778407,Marlins,False,(R) SS,691594,Javier Sanoja,,,
778407,Mets,True,(S) SS,596019,Francisco Lindor,,,
778407,Mets,True,(L) RF,665742,Juan Soto,,,
778407,Mets,True,(R) 1B,624413,Pete Alonso,,,
778407,Mets,True,(L) LF,607043,Brandon Nimmo,,,
778407,Mets,True,(R) 3B,668901,Mark Vientos,,,
778407,Mets,True,(R) DH,516782,Starling Marte,,,
778407,Mets,True,(R) CF,621438,Tyrone Taylor,,,
778407,Mets,True,(L) 2B,683146,Brett Baty,,,
778407,Mets,True,(R) C,663584,Hayden Senger,,,
778408,Cardinals,False,P,543243,Sonny Gray,RHP,4.50,19
778408,Pirates,True,P,694973,Paul Skenes,RHP,3.44,20
778408,Cardinals,False,(L) LF,687363,Victor Scott II,,,
778408,Cardinals,False,(R) DH,575929,Willson Contreras,,,
778408,Cardinals,False,(L) 2B,680977,Brendan Donovan,,,
778408,Cardinals,False,(R) 3B,571448,Nolan Arenado,,,
778408,Cardinals,False,(L) 1B,676475,Alec Burleson,,,
778408,Cardinals,False,(R) RF,691023,Jordan Walker,,,
778408,Cardinals,False,(R) C,686780,Pedro Pagés,,,
778408,Cardinals,False,(L) CF,672279,Michael Siani,,,
778408,Cardinals,False,(R) SS,691026,Masyn Winn,,,
778408,Pirates,True,(L) LF,669261,Jack Suwinski,,,
778408,Pirates,True,(S) DH,668804,Bryan Reynolds,,,
778408,Pirates,True,(L) CF,665833,Oneil Cruz,,,
778408,Pirates,True,(R) 3B,663647,Ke'Bryan Hayes,,,
778408,Pirates,True,(L) 1B,665839,Enmanuel Valdez,,,
778408,Pirates,True,(R) RF,502054,Tommy Pham,,,
778408,Pirates,True,(S) C,682848,Endy Rodríguez,,,
778408,Pirates,True,(L) 2B,624428,Adam Frazier,,,
778408,Pirates,True,(R) SS,643396,Isiah Kiner-Falefa,,,
778409,Dodgers,False,P,680736,Justin Wrobleski,LHP,14.40,4
778409,Nationals,True,P,695418,Brad Lord,RHP,1.80,4
778409,Dodgers,False,(L) DH,660271,Shohei Ohtani,,,
778409,Dodgers,False,(R) SS,605141,Mookie Betts,,,
778409,Dodgers,False,(S) 2B,669242,Tommy Edman,,,
778409,Dodgers,False,(R) RF,606192,Teoscar Hernández,,,
778409,Dodgers,False,(L) LF,624424,Michael Conforto,,,
778409,Dodgers,False,(R) 1B,571771,Enrique Hernández,,,
778409,Dodgers,False,(L) 3B,571970,Max Muncy,,,
